,Unnamed: 0,district,complex_name,rental_period,use_type,building_type,floor,layout,sqmeters,address,price,amenities,descript,address_translate
6757,6757,静安-静安寺,又一村,长租,住宅,老公房,*/4层,3室1厅1卫,100平米,常德路519弄325号又一村,12000.0,"['空调', '', '独卫', '', '户外空间', '阳台']","['静安寺3房', '临近地铁地址', '常德路519弄7号103室房型', '3房1厅1卫', '钥匙在门口密码盒', '面积', '100平带花园价格', '11000元', '月看房联系', '王先生']",常德路519弄325号
6758,6758,静安-静安寺,新闸路,长租,住宅/工作室,老洋房,*/5层,3室1厅1卫,100平米,新闸路常德路三房带户外路519弄7号新闸路,11000.0,"['', '空调', '户外空间', '独卫', '阳台']","['静安寺3房', '临近地铁地址', '常德路519弄7号103室房型', '3房1厅1卫', '钥匙在门口密码盒', '面积', '100平带花园价格', '12000元', '月', 'font', 'face', 'font', 'family', 'Times', 'New', 'Roman', 'font', 'face', 'font', 'family', '宋体', 'font', 'face', 'font', 'family', 'Calibri', 'p', 'MsoNormal', 'mso', 'style', 'name', '正文', 'mso', 'style', 'parent', 'margin', '0pt', 'margin', 'bottom', '0001pt', 'mso', 'pagination', 'none', 'text', 'align', 'justify', 'text', 'justify', 'inter', 'ideograph', 'font', 'family', 'Calibri', 'mso', 'fareast', 'font', 'family', '宋体', 'mso', 'bidi', 'font', 'family', 'Times', 'New', 'Roman', 'font', 'size', '10', '5000pt', 'mso', 'font', 'kerning', '1', '0000pt', 'span', 'msoIns', 'mso', 'style', 'type', 'export', 'only', 'mso', 'style', 'name', 'text', 'decoration', 'underline', 'text', 'underline', 'single', 'color', 'blue', 'span', 'msoDel', 'mso', 'style', 'type', 'export', 'only', 'mso', 'style', 'name', 'text', 'decoration', 'line', 'through', 'color', 'red', 'page', 'mso', 'page', 'border', 'surround', 'header', 'no', 'mso', 'page', 'border', 'surround', 'footer', 'no', 'page', 'Section0', 'div', 'Section0', 'page', 'Section0', '看房联系', '王先生']",新闸路常德路三房带户外路519弄7号
6759,6759,黄浦-淮海中路,长乐邨,长租,住宅,老洋房,*/2层,2室2厅3卫,150平米,淮海路环贸旁底层大院子全屋地暖路39弄5445号长乐邨,24800.0,"['暖气', '浴缸', '户外空间', '', '', '空调', '独卫', '阳台']","['淮海路板块一楼带院子', '全屋地暖', '地址', '陕西南路39弄117号', '长乐村', '房型', '2房2厅3卫带大浴缸面积', '150平', '看房提前一刻钟', '价格', '24800元', '月看房联系', '王先', 'font', 'face', 'font', 'family', 'Times', 'New', 'Roman', 'font', 'face', 'font', 'family', '宋体', 'font', 'face', 'font', 'family', 'Calibri', 'p', 'MsoNormal', 'mso', 'style', 'name', '正文', 'mso', 'style', 'parent', 'margin', '0pt', 'margin', 'bottom', '0001pt', 'mso', 'pagination', 'none', 'text', 'align', 'justify', 'text', 'justify', 'inter', 'ideograph', 'font', 'family', 'Calibri', 'mso', 'fareast', 'font', 'family', '宋体', 'mso', 'bidi', 'font', 'family', 'Times', 'New', 'Roman', 'font', 'size', '10', '5000pt', 'mso', 'font', 'kerning', '1', '0000pt', 'span', 'msoIns', 'mso', 'style', 'type', 'export', 'only', 'mso', 'style', 'name', 'text', 'decoration', 'underline', 'text', 'underline', 'single', 'color', 'blue', 'span', 'msoDel', 'mso', 'style', 'type', 'export', 'only', 'mso', 'style', 'name', 'text', 'decoration', 'line', 'through', 'color', 'red', 'page', 'mso', 'page', 'border', 'surround', 'header', 'no', 'mso', 'page', 'border', 'surround', 'footer', 'no', 'page', 'Section0', 'div', 'Section0', 'page', 'Section0', '想居出品']",淮海路环贸旁底层大院子全屋地暖路39弄5445号
6760,6760,静安-南京西路,虬江路1000号,长租,住宅,,*/22层,1室1厅1卫,54平米,宝山路1000号虬江路1000号,6108.0,"['独卫', '空调', '', '', '暖气', 'WIFI', '户外空间']","['优惠活动', '首月优惠3775元', '免费健身房', '另外租一年免半个月', '另享年付95折优惠', '可随时看房', '拎包入住', '室内超大公区', '房间超大落地窗外就是上海标志性建筑', '浦东三件套', '免费健身房', '台球室', '影音区', '多彩社区活动', '乐享休闲时光', '朗诗寓是朗诗集团旗下长租公寓品牌', '为独栋建筑', '专享电梯', '指纹入户', '24H安保的中高端公寓', '私人管家专业服务', '品质服务', '1', '全新的家具家电齐全', '智能门锁', '24小时热水', '独立卫浴干湿分离', '并且拥有顶楼露天花园', '让您足不出户就能将上海CBD景色尽收眼底', '2', '公寓采用管家式服务', '24小时安保', '电梯采用梯控装置', '房间配备智能门锁', '保证安全与隐私', '为您打造全新的居住模式和高品质的租住生活', '交通及配套设施', '1', '交通出行', '离3', '4号线宝山路站步行3分钟', '八号线中兴路站步行8分钟', '10号线四川北路站步行10分钟', '2', '配套设施', '靠近周边配套设施齐全', '距离集美食与娱乐于一体的大悦城步行仅需十分钟', '七浦路', '875m东宝百货', '1', '1km', '永辉生活', '鸿兴路店', '364m万佳商厦803m', '距人民广场仅有两公里左右', '工作', '生活', '娱乐', '休闲都可以步行抵达']",宝山路1000号
6763,6763,静安-南京西路,虬江路997弄1号楼,长租,住宅,,*/22层,1室1厅1卫,41平米,会文路1000号虬江路997弄1号楼,6167.0,"['户外空间', '', '', '空调', '独卫', 'WIFI']","['优惠活动', '租六个月免一个月', '租一年免一个月', '另享年付95折优惠', '可随时看房', '拎包入住', '免费健身房', '免费台球室', '影音区', '免费保洁', '多彩社区活动', '乐享休闲时光', '朗诗寓是朗诗集团旗下长租公寓品牌', '为独栋建筑', '专享电梯', '指纹入户', '24H安保的中高端公寓', '私人管家专业服务', '品质服务', '一', '全新的家具家电齐全', '智能门锁', '24小时热水', '独立卫浴干湿分离', '并且拥有顶楼露天花园', '让您足不出户就能将上海CBD景色尽收眼底', '二', '公寓采用管家式服务', '24小时安保', '电梯采用梯控装置', '房间配备智能门锁', '保证安全与隐私', '为您打造全新的居住模式和高品质的租住生活', '交通及配套设施', '一', '交通出行', '离3', '4号线宝山路站步行3分钟', '8号线中兴路站步行8分钟', '10号线四川北路站步行10分钟', '二', '配套设施', '门店北苏河湾店靠近周边配套设施齐全', '距离集美食与娱乐于一体的大悦城步行仅需十分钟', '人民广场仅有两公里左右', '工作', '生活', '娱乐', '休闲都可以步行抵达']",会文路1000号
6768,6768,徐汇-老法租界,,长租,住宅/工作室,老洋房,整栋,1室0厅1卫,20平米,华山路847弄1号,8500.0,"['户外空间', '', '空调', '独卫']","['华山路大一房带300平米大花园', '靠近1', '7号常熟路地铁站', '看房随时']",华山路847弄1号
6774,6774,徐汇-老法租界,上海hanna老洋房,长租,住宅,老洋房,*/2层,1室1厅1卫,50平米,复兴西路65弄0201号上海hanna老洋房,8500.0,"['暖气', '户外空间', '', '', '空调', '独卫', '阳台', 'WIFI']","['房子位于复兴西路永福路正路口复兴西路63号2楼附楼的洋房环境超级给力', '看房一般下午12点往后都比较方便提前打一下电话或者短信8500佣金一个月', '优质客户可以谈']",复兴西路65弄0201号
6775,6775,黄浦-人民广场,文元坊,长租,住宅,新式里弄,*/3层,1室1厅1卫,40平米,绍兴路96弄10号文元坊,8500.0,"['', '独卫', '空调']","['法租界绍兴路幽静地段', '生活便利', '底楼西南间', '绝佳采光', '1房1厅1卫', '复式全独用', '空调', '冰箱', '烘干洗衣机', '微波炉', '电磁灶', '3D电视', '壁炉电暖', '拎包入住', '提前2小时预约看房', 'Cozy', 'Loft', 'on', 'Shaoxin', 'Lu', 'great', 'location', 'No', 'Agent', 'Fee', 'Well', 'designed', 'Loft', 'apartment', 'with', 'great', 'daylight', 'located', 'on', 'Shaoxin', 'Road', 'between', 'Shanxi', 'Nan', 'Lu', 'Ruijin', 'Er', 'Lu', 'super', 'convenient', 'and', 'elegant', 'residential', 'environment', 'within', 'walking', 'distances', '5', '10', 'mins', 'to', 'Metro', 'stations', 'Line1', '10', '9', 'supermarkets', 'shopping', 'malls', 'Tianzifang', 'iapm', 'etc', 'theatre', 'Shanghai', 'Culture', 'Square', 'library', 'hospital', 'Ruijin', 'hospital', 'park', 'and', 'sports', 'center', 'etc', 'bedrooms', '1', 'living', 'room', 'dinning', 'room', '1', 'bathroom', 'about', '40', 'square', 'meters', 'Western', 'style', 'cozy', 'decoration', 'Air', 'con', 'Refrigerator', 'Drying', 'washing', 'machine', 'Micro', 'wave', 'oven', 'Induction', 'cooker', '3D', 'TV', 'set', 'Fiber', 'Internet', 'Fireplace', 'heater', 'sufficient', 'storage', 'space', 'etc']",绍兴路96弄10号
6777,6777,长宁-镇宁路,海格园,长租,住宅,老洋房,*/3层,1室1厅1卫,32平米,华山路1006弄23号海格园,4500.0,"['', '空调', '独卫']","['房子在华山路复兴西路路口近上戏华东华山医院附近', '房子精装修全配电器全新的', '房子复试的所有家电全新的', '厨房套内全独用', '房间在2楼', '卫生间淋浴在一楼分门自己全独用', '看房随时方便', '希望租客稳定居住', '也可以长租的']",华山路1006弄23号
6779,6779,长宁-新华路,安顺小区,长租,住宅,老公房,*/6层,1室2厅1卫,66平米,安顺路240弄4号安顺小区,9200.0,"['户外空间', '', '空调', '独卫', '阳台']","['25平米大院子安顺路240弄', '常顺路口', '3', '4号线', '正规一房二厅', '65平米', '双南', '周边生活气息浓厚', '国外客户刚搬走', '下图', '房间现有状况', '9200元', '随时看房', '手机及微信号']",安顺路240弄4号
6783,6783,徐汇-老法租界,,长租,住宅/工作室,老洋房,*/1层,3室2厅1卫,90平米,宛平路10弄20号,26800.0,"['暖气', '空调']","['沿街小整栋', '老房子', '全独用', '局部LOFT格局']",宛平路10弄20号
6788,6788,普陀-长寿路,上海摩居精品服务式公寓,长租,住宅,,*/2层,1室1厅1卫,45平米,长寿路822弄71号上海摩居精品服务式公寓,11700.0,"['', '', '空调', '独卫', 'WIFI']","['上海MOJU摩居酒店是一家可以像', '当地人一样生活travel', 'like', 'a', 'local', '的旅居酒店', '让你感受家一样的温暖', '酒店拥有健身教练馆', '自助洗衣区', '公共厨房等温馨配套设施', '满足客人不同的入住需求', '客房内拥有特制的大床以及精致设计的多功能配置', '洗烘机', '私人保险箱', '红酒柜', '投影仪设备等', '智控系统配合高科技自助办理入住', '提供全新入住体验', '酒店的走廊更是邀请了画家进行手绘壁画的创作', '这些壁画展示了上海弄堂', '邻里社区风貌等生活的点点滴滴', '可以让住客回味上海的市井风情', 'MOJU摩居酒店位于长寿路商业街区', '离静安寺只有三公里路程', '酒店步行到地铁13号线武宁路地铁站1号口只需3分钟', '可以方便的到达南京西路站', '淮海中路站', '新天地站', '也可直达世博大道站仅需20分钟', '距离火车站仅10分钟车程', '商务或旅行出行尤为便捷', 'MOJU摩居酒店作为综合商业街区的一部分', '与甲级写字楼', '高档住宅及大型购物商场仅咫尺之遥', '商务与休闲的理想选择', '所有客房宽带上网', '无线网络覆盖酒店全区域', '精心为您打造独具个性的居住空间', '无论您是繁忙的商务人士', '还是休闲的度假旅客', '这里都将是您理想的居停之所']",长寿路822弄71号
